DocumentID 	Filename                                                                       	LockProject 	UserID 	LockDomain  	LockPath                                                       	Busy 	Flushed 	DefValStored 	RevGenCounter 	LatestRevisionNo 	CurrentStatusID 	WorkingVersionModified 	ExtensionID 	LockDate                	UserDocRefsModified 	Deleted 	Shared 	LockViewID                           	Link 	DocTypeID 	ObjectTypeID 	Flags
      2695 	0033492_B.DXF                                                                  	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             19 	                     0 	         20 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2696 	0033492.SLDDRW: Kusovník1                                                      	          2 	     1 	            	                                                               	   0 	      1 	           1 	NULL          	               1 	              4 	                     0 	          1 	NULL                    	NULL                	      0 	     0 	NULL                                 	   0 	1         	           3 	    0
      2697 	0033492_C.DXF                                                                  	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             19 	                     0 	         20 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2698 	0033492.SLDDRW: Kusovník1                                                      	          2 	     1 	            	                                                               	   0 	      1 	           1 	NULL          	               1 	              4 	                     0 	          1 	NULL                    	NULL                	      0 	     0 	NULL                                 	   0 	1         	           3 	    0
      2699 	0033492_D.DXF                                                                  	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             19 	                     0 	         20 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2700 	0033492.SLDDRW: Kusovník1                                                      	          2 	     1 	            	                                                               	   0 	      1 	           1 	NULL          	               1 	              4 	                     0 	          1 	NULL                    	NULL                	      0 	     0 	NULL                                 	   0 	1         	           3 	    0
      2701 	0033492_E.DXF                                                                  	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             19 	                     0 	         20 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2702 	0033492.SLDDRW: Kusovník1                                                      	          2 	     1 	            	                                                               	   0 	      1 	           1 	NULL          	               1 	              4 	                     0 	          1 	NULL                    	NULL                	      0 	     0 	NULL                                 	   0 	1         	           3 	    0
      2703 	0033492_F.DXF                                                                  	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             19 	                     0 	         20 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2704 	0033492.SLDDRW: Kusovník1                                                      	          2 	     1 	            	                                                               	   0 	      1 	           1 	NULL          	               1 	              4 	                     0 	          1 	NULL                    	NULL                	      0 	     0 	NULL                                 	   0 	1         	           3 	    0
      2705 	0033492_G.DXF                                                                  	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             19 	                     0 	         20 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2706 	0033492.SLDDRW: Kusovník1                                                      	          2 	     1 	            	                                                               	   0 	      1 	           1 	NULL          	               1 	              4 	                     0 	          1 	NULL                    	NULL                	      0 	     0 	NULL                                 	   0 	1         	           3 	    0
      2707 	0033492_H.DXF                                                                  	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             19 	                     0 	         20 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2708 	0033492.SLDDRW: Kusovník1                                                      	          2 	     1 	            	                                                               	   0 	      1 	           1 	NULL          	               1 	              4 	                     0 	          1 	NULL                    	NULL                	      0 	     0 	NULL                                 	   0 	1         	           3 	    0
      2709 	0033492_I.DXF                                                                  	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             19 	                     0 	         20 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2710 	0033492.SLDDRW: Kusovník1                                                      	          2 	     1 	            	                                                               	   0 	      1 	           1 	NULL          	               1 	              4 	                     0 	          1 	NULL                    	NULL                	      0 	     0 	NULL                                 	   0 	1         	           3 	    0
      2711 	0033492_J.DXF                                                                  	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             19 	                     0 	         20 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2712 	0033492_J.DXF                                                                  	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             19 	                     0 	         20 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2713 	0033492.SLDDRW: Kusovník1                                                      	          2 	     1 	            	                                                               	   0 	      1 	           1 	NULL          	               1 	              4 	                     0 	          1 	NULL                    	NULL                	      0 	     0 	NULL                                 	   0 	1         	           3 	    0
      2714 	0033492_K.DXF                                                                  	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             19 	                     0 	         20 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2715 	0033492.SLDDRW: Kusovník1                                                      	          2 	     1 	            	                                                               	   0 	      1 	           1 	NULL          	               1 	              4 	                     0 	          1 	NULL                    	NULL                	      0 	     0 	NULL                                 	   0 	1         	           3 	    0
      2716 	0033492_L.DXF                                                                  	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             19 	                     0 	         20 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2717 	0033492.SLDDRW: Kusovník1                                                      	          2 	     1 	            	                                                               	   0 	      1 	           1 	NULL          	               1 	              4 	                     0 	          1 	NULL                    	NULL                	      0 	     0 	NULL                                 	   0 	1         	           3 	    0
      2718 	0033492_M.DXF                                                                  	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             19 	                     0 	         20 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2719 	0033492.SLDDRW: Kusovník1                                                      	          2 	     1 	            	                                                               	   0 	      1 	           1 	NULL          	               1 	              4 	                     0 	          1 	NULL                    	NULL                	      0 	     0 	NULL                                 	   0 	1         	           3 	    0
      2720 	0033492_N.DXF                                                                  	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             19 	                     0 	         20 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2721 	0033492.SLDDRW: Kusovník1                                                      	          2 	     1 	            	                                                               	   0 	      1 	           1 	NULL          	               1 	              4 	                     0 	          1 	NULL                    	NULL                	      0 	     0 	NULL                                 	   0 	1         	           3 	    0
      2722 	0033492_O.DXF                                                                  	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             19 	                     0 	         20 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2723 	0033492.SLDDRW: Kusovník1                                                      	          2 	     1 	            	                                                               	   0 	      1 	           1 	NULL          	               1 	              4 	                     0 	          1 	NULL                    	NULL                	      0 	     0 	NULL                                 	   0 	1         	           3 	    0
      2724 	0033492_P.DXF                                                                  	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             19 	                     0 	         20 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2725 	0033492.SLDDRW: Kusovník1                                                      	          2 	     1 	            	                                                               	   0 	      1 	           1 	NULL          	               1 	              4 	                     0 	          1 	NULL                    	NULL                	      0 	     0 	NULL                                 	   0 	1         	           3 	    0
      2726 	0033492_Q.DXF                                                                  	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             19 	                     0 	         20 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2727 	0033492.SLDDRW: Kusovník1                                                      	          2 	     1 	            	                                                               	   0 	      1 	           1 	NULL          	               1 	              4 	                     0 	          1 	NULL                    	NULL                	      0 	     0 	NULL                                 	   0 	1         	           3 	    0
      2728 	0033492_R.DXF                                                                  	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             19 	                     0 	         20 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2729 	no-error-simple-part.sldprt                                                    	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             29 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2730 	VKDOFVSDFSVO                                                                   	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             29 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	NULL      	           5 	    0
      2731 	LDFKVKSDFOV                                                                    	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             29 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	NULL      	           5 	    0
      2732 	ADSASD                                                                         	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             29 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	NULL      	           5 	    0
      2733 	simple part no error.SLDPRT                                                    	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             24 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2734 	simple-part.SLDPRT                                                             	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             29 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2735 	generic-document1.txt                                                          	       2192 	     2 	DELL-SMUTNY 	C:\POHLEDY\Develop_testing\pdmex\                              	   0 	      2 	           1 	NULL          	               3 	             29 	                     0 	         63 	2022-05-11 09:37:54.000 	0                   	      0 	     1 	DA38CF5A-C5DA-4661-AB7A-9EABDFE18A04 	   0 	1         	           1 	    0
      2736 	generic-document2.txt                                                          	       2192 	     2 	DELL-SMUTNY 	C:\POHLEDY\Develop_testing\pdmex\                              	   0 	      2 	           1 	NULL          	               2 	             29 	                     0 	         63 	2022-05-11 09:37:54.000 	0                   	      0 	     1 	DA38CF5A-C5DA-4661-AB7A-9EABDFE18A04 	   0 	1         	           1 	    0
      2737 	generic-document3.txt                                                          	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               3 	             29 	                     0 	         63 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2738 	simple-assy.sldasm                                                             	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               4 	             37 	                     0 	          4 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2739 	simple-part-2.sldprt                                                           	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             37 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2740 	simple-part-3.sldprt                                                           	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               3 	             29 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2741 	simple-part-5.sldprt                                                           	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             37 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2742 	simple-part-4.sldprt                                                           	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             37 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2743 	simple-part-1.sldprt                                                           	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             37 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2744 	Položka tabulky přířezů1                                                       	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             37 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	NULL      	           5 	    0
      2745 	Položka tabulky přířezů1                                                       	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               2 	             49 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	NULL      	           5 	    0
      2746 	Položka tabulky přířezů1                                                       	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             37 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	NULL      	           5 	    0
      2747 	Položka tabulky přířezů1                                                       	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             37 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	NULL      	           5 	    0
      2748 	Položka tabulky přířezů1                                                       	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             37 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	NULL      	           5 	    0
      2749 	D123455.sldasm                                                                 	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               2 	             11 	                     0 	          4 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2750 	D123455_BOARD.SLDPRT                                                           	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               2 	             11 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2751 	CAPC0805(2012)145_L_CMP-001-00054-2.SLDPRT                                     	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             11 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2752 	CAPC0402(1005)33_L_CMP-001-00072-2.SLDPRT                                      	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             11 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2753 	CAPC0402(1005)60_L_CMP-001-00073-2.SLDPRT                                      	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             11 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2754 	CAPC0805(2012)145_L_CMP-001-00081-2.SLDPRT                                     	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             11 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2755 	HIRO-DF40C-20DS-0.4V(51)_V_CMP-002-00059-1.SLDPRT                              	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             11 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2756 	HIRO-DF12(3.0)-50DS-0.5V_V_CMP-002-00058-1.SLDPRT                              	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             11 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2757 	ROHM-VMN2-2_V_CMP-004-00022-2.SLDPRT                                           	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             11 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2758 	TDK-VLS252010_V_CMP-006-00020-1.SLDPRT                                         	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             11 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2759 	RESC0402(1005)_L_CMP-009-00167-2.SLDPRT                                        	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             11 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2760 	RESC0402(1005)_L_CMP-009-00148-2.SLDPRT                                        	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             11 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2761 	RESC0402(1005)_L_CMP-009-00126-2.SLDPRT                                        	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             11 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2762 	RESC0402(1005)_L_CMP-009-00130-2.SLDPRT                                        	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             11 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2763 	RESC0603(1608)_L_CMP-009-00176-2.SLDPRT                                        	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             11 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2764 	RESC0402(1005)_L_CMP-009-00157-2.SLDPRT                                        	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             11 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2765 	RESC0402(1005)_L_CMP-009-00161-2.SLDPRT                                        	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             11 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2766 	Panasonic_EXB28_CMP-009-00117-2.SLDPRT                                         	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             11 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2767 	STM-LQFP100_CMP-020-00021-1.SLDPRT                                             	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             11 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2768 	SON95P400X75_HS-9N_CMP-019-00034-1.SLDPRT                                      	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             11 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2769 	TI-DQN4-480X480TP_V_CMP-019-00040-1.SLDPRT                                     	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               2 	             11 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2770 	DQM_CMP-015-00002-1.SLDPRT                                                     	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             11 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2771 	NXP-SOT1086-2_L_CMP-015-00005-1.SLDPRT                                         	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             11 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2772 	STM-DFN-8_V_CMP-014-00000-1.SLDPRT                                             	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             11 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2773 	DQS0020A_V_CMP-015-00004-1.SLDPRT                                              	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             11 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2774 	DRY0006A_V_CMP-031-00001-1.SLDPRT                                              	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             11 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2775 	EPSON-FA-128_V_CMP-003-00028-1.SLDPRT                                          	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             11 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2776 	CAPC0402(1005)60_L_CMP-001-00061-2.SLDPRT                                      	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             11 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2777 	JST-SM06B-SRSS-TB_V_CMP-002-00060-1.SLDPRT                                     	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               2 	             11 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2778 	RESC0402(1005)_L_CMP-009-00151-2.SLDPRT                                        	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             11 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2779 	DSG0008A_V_CMP-019-00038-1.SLDPRT                                              	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             11 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2780 	RESC0402(1005)_L_CMP-009-00158-2.SLDPRT                                        	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               2 	             11 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2781 	CAPC0402(1005)60_L_CMP-001-00056-2.SLDPRT                                      	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               2 	             11 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2782 	RESC0402(1005)_L_CMP-009-00166-2.SLDPRT                                        	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               2 	             11 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2783 	RESC0402(1005)_L_CMP-009-00149-2.SLDPRT                                        	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               2 	             11 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2790 	conisio-template.DXF                                                           	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             11 	                     0 	         20 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2791 	simple-assy.DXF                                                                	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             29 	                     0 	         20 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2793 	simple-assy.DXF                                                                	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             29 	                     0 	         20 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2794 	Demo_varianty_Webinar.sldasm                                                   	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               3 	             11 	                     0 	          4 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2795 	Demo_varianty_Webinar_BOARD.SLDPRT                                             	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               3 	             11 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2796 	318E-04_CMP-005-0002-1.SLDPRT                                                  	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             11 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2797 	J1-0603_CMP-007-0001-1.SLDPRT                                                  	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             11 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2798 	HDR2X8_CMP-005-0001-1.SLDPRT                                                   	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             11 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2799 	HDR1X2_CMP-005-0000-1.SLDPRT                                                   	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             11 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2800 	DO-41_CMP-003-0000-1.SLDPRT                                                    	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             11 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2801 	C1206_CMP-004-0000-1.SLDPRT                                                    	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             11 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2802 	2220_CMP-004-0001-1.SLDPRT                                                     	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             11 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      2803 	SO-8_N_CMP-006-0000-1.SLDPRT                                                   	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             11 	                     0 	          5 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
